Date,Brand Name(s),Product Description,Product Type,Recall Reason Description,Company Name
12/29/2017,"DSD Merchandisers, Inc.",Dark Chocolate Almond Products,"Food & Beverages, Allergens, Food & Beverage Safety",Undeclared Milk,"DSD Merchandisers, Inc."
12/29/2017,Hot Pockets,Cheese Pizza Snack Bites,"Food & Beverages, Allergens, Food & Beverage Safety","Undeclared Allergens egg, milk, soy, and wheat",Nestle USA
12/29/2017,Shoreline Fruit and Cherry Bay Orchards,Dark Chocolate Covered Cherry Products,"Food & Beverages, Allergens, Food & Beverage Safety, Snack Food Item",Milk Allergen,Shoreline Fruit LLC
12/29/2017,"CVS Gold Emblem, Ocean State Candy, Hannaford Excellent, Market Basket, & Weigels",Dark Chocolate Products,"Food & Beverages, Allergens, Food & Beverage Safety",Undeclared milk,"New American Food Products, LLC"
12/29/2017,Greenstone LLC,"diphenoxylate hydrochloride and atropine sulfate tablets, USP","Drugs,",Due to Possible Sub Potent and Super Potent Tablets,"Greenstone LLC, a wholly owned subsidiary of Pfizer Inc."
12/29/2017,"Aurora, AG Supermarkets, Belmont Market, and others",Dark Chocolate Products,"Food & Beverages, Chocolate/Cocoa Product",Undeclared Milk,"Aurora Products, Inc."
12/29/2017,"Woodstock, Market Basket, Lunds & Byerlys",Dark Chocolate Almonds and Cashews,"Food & Beverages, Allergens, Chocolate/Cocoa Product, Food & Beverage Safety",Undeclared Milk,United Natural Trading LLC
12/29/2017,Dilettante Chocolates,Espresso Beans,"Food & Beverages, Allergens, Coffee/Tea , Food & Beverage Safety",Undeclared almonds,Seattle Gourmet Foods
12/29/2017,Casa Sanchez,Guacamole,"Food & Beverages, Food & Beverage Safety",Listeria monocytogenes,Casa Sanchez Foods
12/29/2017,Casa Sanchez,Guacamole,"Food & Beverages, Food & Beverage Safety",Foreign matter: small piece of yellow plastic,Casa Sanchez Foods
12/29/2017,Nature's Touch,Frozen Green Beans,"Food & Beverages, Food & Beverage Safety, Produce",Listeria monocytogenes,Nature's Touch Frozen Foods LLC
12/29/2017,21st Century Snack Foods,Dark Chocolate Almonds,"Food & Beverages, Allergens, Food & Beverage Safety, Snack Food Item",Undeclared Milk Allergen,21st Century Snack Foods
12/29/2017,Germack,Dark Chocolate Almond Bark,"Food & Beverages, Allergens, Food & Beverage Safety",Undeclared Milk,Germack Roasting Co
12/29/2017,Casa Sanchez,Guacamole,"Food & Beverages, Dressing/Condiment, Food & Beverage Safety",Listeria monocytogenes,Casa Sanchez Foods
12/29/2017,Fresenius Kabi USA,"Midazolam Injection, USP prefilled syringe","Drugs,",Mislabeled,Fresenius Kabi USA
12/29/2017,Setton Farms,Dark Chocolate Products,"Food & Beverages, Allergens, Food & Beverage Safety",Undeclared Milk,"Setton Internatonal Foods, Inc."
12/29/2017,Figi’s,Bulk dark chocolate gingersnaps and Christmas gingersnap variety,"Food & Beverages, Allergens, Chocolate/Cocoa Product, Food & Beverage Safety",Undeclared Allergen (Milk),Figi’s Companies
12/29/2017,"Yorgo's, Trader Joe's","Hummus, tahini sauces, yogurt dips, more","Food & Beverages, Food & Beverage Safety",Listeria,"Yorgo's Foods, Inc."
12/29/2017,Giant,Description Corn,"Food & Beverages, Food & Beverage Safety",Listeria monocytogenes,"Giant Food, LLC"
12/29/2017,Stop & Shop,Corn,"Food & Beverages, Food & Beverage Safety",Listeria monocytogenes,The Stop & Shop Supermarket Company LLC
12/29/2017,None,"Chocolate covered coffee beans, cranberries, almonds, raisins, pretzel balls, ginger","Food & Beverages, Allergens, Food & Beverage Safety",Undeclared milk,Kroger
12/29/2017,Ridge Properties DBA Pain Relief Naturally,Pain and itch relief products,"Drugs, Over-the-Counter Drugs",Manufacturing Concerns,Ridge Properties DBA Pain Relief Naturally
12/29/2017,GIANT/MARTIN'S,Corn,"Food & Beverages, Food & Beverage Safety",Listeria monocytogenes,"GIANT Food Stores, LLC and MARTIN’S Food Markets"
12/29/2017,Yorgo Foods Inc.,varieties of Hommus and Baba Ghannouj,"Food & Beverages, Allergens, Food & Beverage Safety, Organic Food / Home Grown",potential to be contaminated with Listeria monocytogenes,Yorgo Foods
12/29/2017,"All Natural, Weis, generic",Dark chocolate products,"Food & Beverages, Allergens, Chocolate/Cocoa Product, Food & Beverage Safety",Undeclared milk,"Lipari Foods, LLC"
12/29/2017,Colorado Nut Company and various other private labels,"Cashew Cranberry Cherry Jubilee, Oat Bran Nutty Crunch, Honey Nutty Granola, Peanut Delight, and Frontier Trail Mix","Food & Beverages, Allergens, Food & Beverage Safety",Undeclared milk,Colorado Nut Company
12/29/2017,Bibi Frutix,Bibi Frutix candy,"Food & Beverages, Food & Beverage Safety",Potential chemical contamination,Harvesters
12/29/2017,Sun Pharma,"Riomet® (Metformin Hydrochloride Oral Solution), 500 mg/5mL","Drugs, Generic Drugs",Microbial Contamination (Scopulariopsis brevicaulis),Sun Pharmaceutical Industries Ltd
12/29/2017,AuroMedics Pharma LLC,Pantoprazole Sodium for Injection 40 mg per vial,"Drugs, Generic Drugs",Contains glass particles,AuroMedics Pharma LLC
12/29/2017,Pharmacist Choice,Alcohol Prep Pads,"Drugs,",Due to Lack of Sterility Assurance,Simple Diagnostics
12/29/2017,Apple Ridge,"Gala, Fuji, Honeycrisp and Golden Delicious apples","Food & Beverages, Food & Beverage Safety",Listeria monocytogenes,"Jack Brown Produce, Inc."
12/29/2017,N/A,"Dark Chocolate Almonds, Dark Chocolate Cashews, and Dark Chocolate Pecans","Food & Beverages, Allergens, Chocolate/Cocoa Product, Food & Beverage Safety",Undeclared Milk,"Farrell Farms, Inc."
12/29/2017,Fit & Active,Chocolatey Chip Protein Meal Bars,"Food & Beverages, Food & Beverage Safety",Due to Presence of Plastic Piece,Leclerc
12/29/2017,Spice Time and Spice Supreme,Beef Flavored Bouillon Cube products,"Food & Beverages, Allergens, Food & Beverage Safety, Spices, Flavors &  Salts",Undeclared Soy and Wheat,"Gel Spice Company, Inc."
12/29/2017,Meijer,Package products containing apple slices,"Food & Beverages, Food & Beverage Safety, Fruit/Fruit Product",Listeria monocytogenes,Meijer
12/29/2017,HERB-OX,Beef Flavor Granulated Bouillon,"Food & Beverages, Allergens, Food & Beverage Safety, Spices, Flavors &  Salts",Undeclared Milk,Creative Packaging
12/29/2017,Springfield Smoked Fish,Smoked fish products,"Food & Beverages, Food & Beverage Safety",Potential to be contaminated with Listeria monocytogenes,Springfield Smoked Fish
12/29/2017,Comforts,Comforts FOR BABY Purified Water with Fluoride,"Food & Beverages, Food & Beverage Safety",Potential mold contamination - Talaromyces penicillium,Kroger Company
12/29/2017,"Bull, Chao Jimengnan",Dietary Supplement,"Dietary Supplements, Nutritional Supplement",Undeclared Active Pharmaceutical Ingredient,Nutra Labs Inc.
12/29/2017,Choceur,Dark Chocolate Bars,"Food & Beverages, Allergens, Food & Beverage Safety",almond pieces in the product,ALDI
12/29/2017,AuroMedics,Linezolid Injection,"Drugs, Generic Drugs",White particulate matter that has been identified as mold,AuroMedics Pharma
12/29/2017,Plow & Hearth,Chocolate Covered Cashews,"Food & Beverages, Allergens, Food & Beverage Safety, Tree Nuts",Undeclared Peanut,"Virginia Diner, Inc."
12/29/2017,Springfield,Pre-sliced Nova Salmon,"Food & Beverages, Food & Beverage Safety, Seafood/Seafood Product",Listeria monocytogenes,Springfield Smoked Fish
12/29/2017,Marmex Corp,Male Enhancement,"Drugs, Generic Drugs",Unapproved new drug,Marmex Corp
12/29/2017,Daisy’s Bakery Inc.,Gourmet Concha,"Food & Beverages, Allergens, Food & Beverage Safety",Undeclared milk,Daisy’s Bakery Inc.
12/29/2017,Dutch Valley Food Distributors Inc.,Dark Chocolate Almonds and Cashews,"Food & Beverages, Allergens, Chocolate/Cocoa Product, Food & Beverage Safety",Undeclared Milk,Dutch Valley Food Distributors Inc.
12/23/2017,"Nodine's Smokehouse, Inc.","Smoked Salmon 1.5 lbs, 8 oz","Food & Beverages, Food & Beverage Safety",Listeria monocytogenes,"Nodine's Smokehouse, Inc."
12/22/2017,"Fresh Pak, Michigan, and Aunt Mid’s",Packaged products containing apple slices,Food & Beverage Safety,Listeria monocytogenes,Fresh Pak Inc.
12/22/2017,HT Traders,Mini Biscotti – Triple Chocolate,"Food & Beverages, Allergens, Chocolate/Cocoa Product, Food & Beverage Safety",Undeclared Almonds and Hazelnuts,Harris Teeter
12/21/2017,Springfield Smoked Fish,Smoked fish products,"Food & Beverages, Fish, Food & Beverage Safety",Listeria monocytogenes,Springfield Smoked Fish
11/17/2017,Goya,Adobo with cumin seasoning; adobo with pepper seasoning,"Food & Beverages, Food & Beverage Safety",Salmonella,Goya de Puerto Rico
11/02/2017,Toothsome Chocolate Emporium,Dark Chocolate Coffee Beans,"Food & Beverages, Allergens, Chocolate/Cocoa Product, Food & Beverage Safety",Undeclared milk,"Rucker’s Makin’ Batch Candies, Inc."
11/02/2017,Cardinal Health,Infant/Child Reduced Energy Defibrillation Electrodes,"Medical Devices,",Incorrect artwork on the defibrillation electrodes within the packaging,Physio-Control
10/31/2017,Whole Foods Market,Pumpkin Drop cookies,"Food & Beverages, Allergens, Food & Beverage Safety",Undeclared Walnuts,Whole Foods Market
10/30/2017,Meijer,Dark Chocolate Products,"Food & Beverages, Allergens, Food & Beverage Safety",Undeclared Milk,Meijer
10/26/2017,Toma Celena,Cheese,"Food & Beverages, Cheese/Cheese Product, Food & Beverage Safety",Listeria,Cooperstown Cheese Company
10/26/2017,"Charlie's Produce, Alaska Carrot",Salad kits and stir fry mixes,"Food & Beverages, Food & Beverage Safety, Prepared Food",Listeria monocytogenes,Triple B Corporation
10/26/2017,CP Fresh,Salad kits and stir fry mixes,"Food & Beverages, Food & Beverage Safety, Prepared Food",Possible Contamination with Listeria Monocytogenes,Triple B Corporation
10/25/2017,Newport,Tuna Loins,"Food & Beverages, Food & Beverage Safety",Salmonella,Relish Foods Inc.
10/25/2017,Ready.Chef.Go!,Seafood meal bags,Food & Beverage Safety,Potential to be contaminated with Listeria monocytogenes,"Randalls, Tom Thumb and Albertsons"
10/25/2017,"Albertsons, Safeway Vons, and Pak’N Save",Fresh vegetable trays and cups,"Food & Beverages, Food & Beverage Safety",Listeria monocytogenes,"Albertsons, Safeway Vons, and Pak’N Save"
10/25/2017,Ready.Chef.Go!,Seafood meal bags,"Food & Beverages, Food & Beverage Safety",Listeria monocytogenes,"Randalls, Tom Thumb and Albertsons"
10/25/2017,"Albertsons, Safeway Vons, and Pak'N Save",Fresh vegetable trays and cups,"Food & Beverages, Food & Beverage Safety",Listeria monocytogenes,"Albertsons, Safeway Vons, and Pak'N Save"
10/24/2017,Just Cut,Broccoli Florets,"Food & Beverages, Food & Beverage Safety","Listeria Monocytogenes, Mann2017",Paragon Wholesale Foods Corp.
10/24/2017,Whole Foods Market,Salads sold by the pound at salad bar,"Food & Beverages, Food & Beverage Safety","Listeria Monocytogenes, Mann2017",Whole Foods Market
10/24/2017,Pacific Coast Fruit Company,Bagged Processed Salads,"Food & Beverages, Food & Beverage Safety, Produce",potential contamination of Listeria monocytogenes,Pacific Coast Fruit Company
10/24/2017,Meijer,Various packaged produce items,"Food & Beverages, Food & Beverage Safety, Produce",potential contamination with Listeria monocytogenes,Meijer
10/24/2017,"King Soopers, City Market",Deli broccoli salads and coleslaw,"Food & Beverages, Food & Beverage Safety","Listeria Monocytogenes, Mann2017",King Soopers
10/24/2017,H-E-B,Soup,"Food & Beverages, Food & Beverage Safety, Soup",may be contaminated with Listeria monocytogenes,H-E-B
10/23/2017,Giant Eagle,Breaded Shrimp,"Food & Beverages, Allergens, Food & Beverage Safety",Undeclared egg,Giant Eagle
10/23/2017,Tres Latin Foods,Pupusas,"Food & Beverages, Allergens, Food & Beverage Safety, Prepared Food",Undeclared Milk Allergen,Tres Latin Foods
10/23/2017,Earthbound Farm LLC,Chopped Asian Style Salad Kit,"Food & Beverages, Allergens, Food & Beverage Safety, Prepared Food",Undeclared Milk and Egg,Earthbound Farm LLC
10/20/2017,SCA Pharmaceuticals LLC,Injectable drugs,"Drugs,",Lack of Sterility Assurance,SCA Pharmaceuticals LLC
10/20/2017,BrightFarms,Salad and Basil products,"Food & Beverages, Food & Beverage Safety",E. coli,BrightFarms
10/19/2017,A1,Dietary Supplement A1 Slim,"Drugs, Caffeine , Generic Drugs","Unapproved new drug; tainted with sibutramine, phenolphthalein and N-Desmethyl sibutramine","Kiriko, LLC"
10/19/2017,Wegmans,Honey Roast Nut Crunch,"Food & Beverages, Allergens, Cereal/Breakfast Food, Food & Beverage Safety",Undeclared almonds,First Source
10/19/2017,Mann's,Vegetable Products,"Food & Beverages, Food & Beverage Safety, Produce",Listeria monocytogenes,Mann Packing
10/19/2017,A1 Slim,Dietary Supplement A1 Slim,"Drugs, Generic Drugs","Unapproved new drug; tainted with sibutramine, phenolphthalein and N-Desmethyl sibutramine","Kiriko, LLC"
10/18/2017,American Accent,Shredded Imitation Mozzarella Cheese,"Food & Beverages, Allergens, Cheese/Cheese Product, Food & Beverage Safety",Undeclared milk,Great Lakes Cheese Co. Inc.
10/18/2017,O'Soy,Strawberry Soy Yogurt,"Food & Beverages, Allergens, Food & Beverage Safety, Yogurt/Yogurt Product",Undeclared Milk,Stonyfield
10/18/2017,weis,"Bacon, Lettuce and Tomato (BLT) sandwiches","Food & Beverages, Allergens, Food & Beverage Safety, Prepared Food",Undeclared Egg,Weis Markets
10/18/2017,Thanlwin,Fried Bean Snack,"Food & Beverages, Allergens, Food & Beverage Safety, Snack Food Item",Undeclared Peanuts,Myanmar Wholesale
10/17/2017,Kenny’s,Buckeye Pie,"Food & Beverages, Allergens, Food & Beverage Safety",Undeclared wheat,"Kenny’s Great Pies, Inc."
10/16/2017,Spicely Organics,Organic Tarragon,"Food & Beverages, Food & Beverage Safety, Spices, Flavors &  Salts",Salmonella,"Organic Spices, Inc. dba Spicely Organics"
10/16/2017,Aunt Beth's,Cookies,"Food & Beverages, Allergens, Chocolate/Cocoa Product, Food & Beverage Safety",Undeclared peanut and other tree nuts,Aunt Beth’s Cookies
10/14/2017,Taste of Inspirations,Classic Red Skin Potato Salad,"Food & Beverages, Allergens, Egg/Egg Product, Food & Beverage Safety",Undeclared egg,"A.S.K. Foods, Inc."
10/14/2017,Whole Foods Market,Apple Cinnamon Hand Pies,"Food & Beverages, Allergens, Bakery Product/Mix, Food & Beverage Safety",Undeclared Egg,Whole Foods Market
10/13/2017,Merkts,Port Wine Cheese Spread,"Food & Beverages, Cheese/Cheese Product, Food & Beverage Safety",Presence of small pieces of plastic,"BEL BRANDS USA, INC"
10/12/2017,La Terra Fina,Spinach Artichoke & Parmesan Dip & Spread,"Food & Beverages, Allergens, Dressing/Condiment, Food & Beverage Safety",Undeclared Egg,La Terra Fina
10/12/2017,"Hannaford, Nice!, Fresh Selects, Enza's Choice","Egg Salad Sandwiches, Ham Salad Sandwiches, and Seafood Stuffing","Food & Beverages, Food & Beverage Safety, Prepared Food",Listeria monocytogenes,"Greencore USA, LLC"
10/10/2017,Cascadian Farm,Organic Cinnamon Raisin Granola,"Food & Beverages, Allergens, Cereal/Breakfast Food, Food & Beverage Safety",Undeclared Almonds,General Mills
10/09/2017,Great American Deli,Chicken Salad Wheatberry Sandwich,"Food & Beverages, Allergens, Food & Beverage Safety, Prepared Food",Undeclared Eggs and Soy,Great American Deli
10/06/2017,"Rhino 7, Papa Zen, Fifty Shades, and Grand X",Dietary Supplement,"Food & Beverages, Food & Beverage Safety",Unapproved new drug,"Gadget Island, Inc. dba Gear Isle"
10/06/2017,Whole Foods Market 365,Organic Raisin Bran,"Food & Beverages, Allergens, Cereal/Breakfast Food, Food & Beverage Safety",Undeclared Peanuts,Whole Food Markets
10/05/2017,Jansal Valley®,Dried Chili De Arbol Peppers,"Food & Beverages, Allergens, Food & Beverage Safety, Produce",Peanut Allergen,Sid Wainer & Son®
10/05/2017,Baxter,"INTRALIPID 20% IV Fat Emulsion, 100 mL","Drugs, Generic Drugs",Product exposed to subfreezing temperatures,Baxter International Inc.
10/03/2017,Royal Asia,Shrimp Wonton Noodle Soup,"Food & Beverages, Allergens, Food & Beverage Safety, Soup",Undeclared Eggs,TAI FOONG USA
10/01/2017,Tampico®,Tropical Punch,"Food & Beverages, Allergens, Food & Beverage Safety, Juice",Undeclared Milk Allergen,Dean Dairy
09/29/2017,Chun Yen Trading Co.,Reishi Coffee,"Food & Beverages, Allergens, Food & Beverage Safety, Milk/Milk Product",Undeclared milk,Chun Yen Trading Co.
09/12/2017,Medtronic,Infusion sets,"Medical Devices,",A component may be susceptible to being blocked by fluid,Medtronic
09/08/2017,Garden of Life,Baby Organic Liquid Supplement,"Food & Beverages, Baby Food Product, Food & Beverage Safety",Potential Choking Hazard,Garden of Life LLC
09/07/2017,Wegmans,Muffins,"Food & Beverages, Allergens, Food & Beverage Safety",Undeclared walnuts,Wegmans
08/30/2017,"Hospira, Inc.",Vancomycin Hydrochloride for Injection,"Drugs,",Due to the Presence of Particulate Matter,"Hospira, Inc."
08/17/2017,OPA,Ranch Greek Yogurt Dressing,"Food & Beverages, Allergens, Dressing/Condiment, Food & Beverage Safety",Undeclared Egg,Litehouse Inc.
07/21/2017,Bhu Foods,Protein Bars,Food & Beverage Safety,Listeria monocytogenes,"Hudson Valley Foods, Inc."
07/06/2017,ATAR,Extension cable,"Medical Devices,",Cable separating from the connector at the proximal end,"Oscor, Inc."
06/16/2017,THE DUCK,FROZEN STEAMED SCOMBER FISH,"Food & Beverages, Fish, Food & Beverage Safety",Uneviscerated Product,WILLIS OCEAN INC.
06/16/2017,Chic-a-Peas,Baked crunchy chick peas,Food & Beverage Safety,Listeria monocytogenes,Chic-a-Peas LLc
06/12/2017,Gourmet Bay,"Breaded Tilapia: toasted crumb, honey mustard, citrus coconut","Food & Beverages, Allergens, Food & Beverage Safety",Undeclared Milk,Slade Gorton Co. Inc.
06/09/2017,"Fresh Selections by Kroger, Club Chef LLC",Snack kits containing vegetables,"Food & Beverages, Food & Beverage Safety, Snack Food Item",Listeria,Club Chef LLC
06/08/2017,Goodseed,Soybean sprouts,"Food & Beverages, Food & Beverage Safety, Grain/Grain Product",Listeria,Happy Sprout Inc
